log_text,block_id,error_count,duration,test_failed,coverage,cpu_usage,memory_usage,past_failures,status,Failure_Risk,Performance_Risk,Test_Risk,Security_Risk
081110 110353 9313 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_2974262690755997396 terminating,blk_2974262690755997396,0,42,1,96,38,48,1,0,0,0,1,0
081110 163625 13543 INFO dfs.DataNode$DataXceiver: 10.251.106.50:50010 Served block blk_-8907436477337775860 to /10.251.106.50,blk_-8907436477337775860,0,96,1,86,45,50,1,0,0,0,1,0
081111 065254 19 INFO dfs.FSNamesystem: BLOCK* ask 10.250.17.177:50010 to delete  blk_-8570780307468499817 blk_-9122557405432088649 blk_-4393063808227796056 blk_8767569714374844347 blk_7079754042611867581 blk_7608961006114219538 blk_-5017273584996436939 blk_-6537833125980536955 blk_7610838808763810123 blk_3300803097775546532 blk_-5120750586032922592 blk_1577274266662884430 blk_765879159867598347 blk_-9076085976403711202 blk_-3198963348573340497 blk_-4645750029177277209 blk_-5136142986912961316 blk_5677959846373741243 blk_2107477892986152528 blk_-4235116161537008844 blk_6082535783543982566 blk_-4809870147222033236 blk_8818706925296961012 blk_-5203577173046267127 blk_189089569009261656 blk_446299976487589160 blk_-3916247521166632303 blk_-3324962406687427922 blk_-1807424528783081572 blk_-6858401049333055963 blk_6036564204960295926 blk_-8140723044408248078 blk_-3800132731140204959 blk_1716344083117307767 blk_-5194808114606613364 blk_-5473871016976323232 blk_2920934363167004552 blk_8736689095894369097 blk_-7642734632751940776 blk_3408482260833769309 blk_118013751374560901 blk_7963891081239759520 blk_3813114133944383323 blk_3042818489384932576 blk_-4570173726231458270 blk_-1564644006975920581 blk_338095650783321996 blk_3150135312641203550 blk_4285859645577726288 blk_3438772130782939627 blk_2634772258588877972 blk_-6795664812575964130 blk_3923069610304693233 blk_-1782996202120067721 blk_2004418049430157212 blk_1932147224007687756 blk_-582901062969027153 blk_5072240701440032119 blk_-7919006477393039068 blk_-7318022361288598312 blk_-6974693594143537436 blk_-5435767047126325206 blk_-5805500288959332434 blk_-7109885589081848850 blk_2161580591957523893 blk_7240227881194993860 blk_-8298405680648445349 blk_-4253026248821272215 blk_8377661448601579317 blk_8029153852899017155 blk_-8754388319080705916 blk_-7844092300527332901 blk_710178463364063355 blk_-5136849989188547884 blk_8393887138377503163 blk_-6950176077776664217 blk_-6488701068659548195 blk_2537458728254532453 blk_364441107933628577 blk_6207861897580168557 blk_8814943807366894581 blk_-4150682644311695471 blk_9174833667156726933 blk_649427218152856001 blk_-7403541028238011236 blk_-334982586592048773 blk_61908781908925992 blk_6385574357371832424 blk_-66376131060945541 blk_1372596948297458670 blk_-3389135155401857220 blk_-6035411221441929663 blk_-5127580069634421247 blk_-5685246533892022418 blk_4977937528993040451 blk_5680538862600094527 blk_-8378747462487962732 blk_425101290285860876 blk_6306622708327890839 blk_-1067866602168873257,blk_-8570780307468499817,1,114,2,84,51,51,0,0,0,0,1,0
081111 033444 18940 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1690784932539647416 src: /10.251.31.180:50205 dest: /10.251.31.180:50010,blk_-1690784932539647416,1,100,2,82,41,52,0,0,0,0,1,0
081110 210147 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_753559000954836892 is added to invalidSet of 10.251.30.101:50010,blk_753559000954836892,1,108,1,98,46,33,1,0,0,0,0,0
081110 225947 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.227:50010 is added to blk_1594026090263820445 size 67108864,blk_1594026090263820445,0,115,0,85,51,32,0,0,0,0,0,0
081110 104834 9213 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-4624597753370705281 terminating,blk_-4624597753370705281,2,47,1,97,39,35,1,0,0,0,1,0
081110 122121 10760 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.209:50010,blk_-3673133694834392576,0,52,2,89,37,27,1,0,0,0,1,0
081110 103618 19 INFO dfs.FSDataset: Deleting block blk_2278708746675870163 file /mnt/hadoop/dfs/data/current/subdir27/blk_2278708746675870163,blk_2278708746675870163,1,106,2,95,53,39,1,0,0,0,1,0
081110 121943 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-2541428592126088938,blk_-2541428592126088938,1,105,1,90,36,28,0,0,0,0,0,0
081111 041532 19592 INFO dfs.DataNode$DataXceiver: Receiving block blk_1074754942323612586 src: /10.251.202.181:45279 dest: /10.251.202.181:50010,blk_1074754942323612586,2,102,1,92,32,53,0,0,0,0,1,0
081111 075158 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_002009_1/part-02009. blk_-7367386750462511488,blk_-7367386750462511488,1,56,1,89,45,25,1,0,0,0,0,0
081111 084842 24787 INFO dfs.DataNode$PacketResponder: Received block blk_-8789402864074203800 of size 67108864 from /10.251.193.224,blk_-8789402864074203800,1,32,2,83,50,49,1,0,0,0,1,0
081111 072901 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_-8127580564011467092 size 67108864,blk_-8127580564011467092,2,67,2,89,41,46,0,0,0,0,1,0
081110 152613 13407 INFO dfs.DataNode$DataXceiver: Receiving block blk_1321799290531408498 src: /10.251.126.255:43447 dest: /10.251.126.255:50010,blk_1321799290531408498,1,68,2,86,36,44,0,0,0,0,1,0
081110 123132 11170 INFO dfs.DataNode$PacketResponder: Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52,blk_8968608251219902913,0,59,1,89,47,26,0,0,0,0,1,0
081110 220238 15679 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-1733154814375651491 terminating,blk_-1733154814375651491,1,104,1,84,59,45,0,0,0,0,0,0
081110 210549 19 INFO dfs.FSDataset: Deleting block blk_6085442148007558065 file /mnt/hadoop/dfs/data/current/subdir63/blk_6085442148007558065,blk_6085442148007558065,1,114,1,95,59,26,1,0,0,0,1,0
081110 104224 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000346_0/part-00346. blk_-2016403519138424998,blk_-2016403519138424998,1,50,1,85,55,34,0,0,0,0,0,0
081111 063636 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_8521306385156958668 size 67108864,blk_8521306385156958668,1,96,0,85,45,52,1,0,0,0,0,0
081111 065538 19 INFO dfs.FSDataset: Deleting block blk_5771906433100975293 file /mnt/hadoop/dfs/data/current/subdir37/blk_5771906433100975293,blk_5771906433100975293,1,45,1,89,34,47,1,0,0,0,1,0
081111 061900 21890 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-6220821375880228145 terminating,blk_-6220821375880228145,1,85,1,86,46,39,0,0,0,0,1,0
081111 040604 19555 INFO dfs.DataNode$PacketResponder: Received block blk_3813891701916249413 of size 67108864 from /10.251.121.224,blk_3813891701916249413,0,104,1,82,53,53,0,0,0,0,1,0
081111 030236 18183 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-4165562468976768862 terminating,blk_-4165562468976768862,1,107,2,92,49,47,0,0,0,0,1,0
081111 034351 18690 INFO dfs.DataNode$PacketResponder: Received block blk_-577659324269246113 of size 67108864 from /10.251.203.179,blk_-577659324269246113,1,88,1,94,30,43,0,0,0,0,0,0
081111 075920 19 INFO dfs.FSDataset: Deleting block blk_5453150794205420798 file /mnt/hadoop/dfs/data/current/subdir24/blk_5453150794205420798,blk_5453150794205420798,1,37,2,97,53,53,1,0,0,0,1,0
081110 103626 18 INFO dfs.FSDataset: Deleting block blk_-1599621098605751235 file /mnt/hadoop/dfs/data/current/subdir16/blk_-1599621098605751235,blk_-1599621098605751235,1,97,1,92,49,48,0,0,0,0,0,0
081110 111647 9920 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-1751996688557225241 terminating,blk_-1751996688557225241,1,92,1,93,59,41,0,0,0,0,0,0
081109 223211 3544 INFO dfs.DataNode$DataXceiver: 10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246,blk_6296828743242110158,1,68,0,94,34,45,0,0,0,0,0,0
081111 085916 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_2869833078504290822 is added to invalidSet of 10.251.123.132:50010,blk_2869833078504290822,1,111,0,85,60,31,1,0,0,0,0,0
081110 103600 19 INFO dfs.FSDataset: Deleting block blk_-6127741703501838658 file /mnt/hadoop/dfs/data/current/subdir53/blk_-6127741703501838658,blk_-6127741703501838658,1,103,0,84,56,41,0,0,0,0,0,0
081109 234555 4345 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_8320088109701056055 terminating,blk_8320088109701056055,1,41,0,92,57,52,1,0,0,0,0,0
081111 044315 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_3539852484771802299 is added to invalidSet of 10.250.19.227:50010,blk_3539852484771802299,0,85,1,82,40,26,1,0,0,0,1,0
081111 075746 19 INFO dfs.FSDataset: Deleting block blk_-8443921001690182522 file /mnt/hadoop/dfs/data/current/subdir33/blk_-8443921001690182522,blk_-8443921001690182522,2,53,1,84,35,50,1,0,0,0,0,0
081110 210151 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5496448884081025648 is added to invalidSet of 10.251.123.195:50010,blk_5496448884081025648,1,82,0,97,53,38,0,0,0,0,0,0
081111 085429 25314 INFO dfs.DataNode$PacketResponder: Received block blk_-6719337521981113643 of size 3538321 from /10.250.15.198,blk_-6719337521981113643,1,48,1,80,42,44,0,0,0,0,0,0
081111 072949 23644 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_1508705816376906895 terminating,blk_1508705816376906895,2,70,2,82,44,54,0,0,0,0,1,0
081110 000616 4552 INFO dfs.DataNode$PacketResponder: Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134,blk_3463540868626173125,2,91,1,93,55,52,1,0,0,0,0,0
081111 030950 18479 INFO dfs.DataNode$PacketResponder: Received block blk_-1141332313413855099 of size 67108864 from /10.251.89.155,blk_-1141332313413855099,0,48,1,93,57,41,0,0,0,0,1,0
081110 083231 8530 INFO dfs.DataNode$DataXceiver: 10.250.10.176:50010 Served block blk_3797494971676497497 to /10.251.29.239,blk_3797494971676497497,0,52,2,93,38,34,0,0,0,0,1,0
081109 205858 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435,blk_-5319073033164653435,1,116,2,80,57,44,1,0,0,0,1,0
081110 123401 10856 INFO dfs.DataNode$PacketResponder: Received block blk_557803157214911261 of size 67108864 from /10.251.198.196,blk_557803157214911261,2,39,0,89,54,30,0,0,0,0,0,0
081110 103027 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-3362838757940877177 is added to invalidSet of 10.250.5.161:50010,blk_-3362838757940877177,2,106,1,99,36,33,0,0,0,0,0,0
081110 220648 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-4385347171136037814 is added to invalidSet of 10.251.67.113:50010,blk_-4385347171136037814,0,48,1,83,52,39,0,0,0,0,0,0
081110 103400 19 INFO dfs.FSDataset: Deleting block blk_-8796256534683400159 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8796256534683400159,blk_-8796256534683400159,2,58,2,94,43,37,1,0,0,0,1,0
081110 015031 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_-1635752698830216319 size 67108864,blk_-1635752698830216319,0,86,1,91,38,53,0,0,0,0,1,0
081109 234512 4223 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-7640601843607665080 terminating,blk_-7640601843607665080,1,112,1,100,45,34,0,0,0,0,1,0
081110 210537 19 INFO dfs.FSDataset: Deleting block blk_-2210703755506918304 file /mnt/hadoop/dfs/data/current/subdir26/blk_-2210703755506918304,blk_-2210703755506918304,1,112,2,90,59,53,1,0,0,0,1,0
081109 234835 4259 INFO dfs.DataNode$DataXceiver: Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010,blk_7061131805920430446,1,43,2,86,53,26,1,0,0,0,1,0
081110 105203 9267 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_391813102554451063 terminating,blk_391813102554451063,1,69,1,96,58,48,0,0,0,0,1,0
081111 083336 24444 INFO dfs.DataNode$PacketResponder: Received block blk_-3845286823494684378 of size 67108864 from /10.251.107.196,blk_-3845286823494684378,0,104,2,85,48,50,1,0,0,0,1,0
081110 103036 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5178539130945718870 is added to invalidSet of 10.251.107.19:50010,blk_5178539130945718870,0,94,1,93,54,43,1,0,0,0,1,0
081109 214402 2677 WARN dfs.DataNode$DataXceiver: 10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,blk_8376667364205250596,0,75,0,98,38,43,0,0,0,0,0,0
081111 044630 19 INFO dfs.FSDataset: Deleting block blk_-4311652947826112510 file /mnt/hadoop/dfs/data/current/subdir57/blk_-4311652947826112510,blk_-4311652947826112510,2,51,1,86,32,37,0,0,0,0,0,0
081111 051819 20803 INFO dfs.DataNode$PacketResponder: Received block blk_-6464892000340112134 of size 67108864 from /10.250.5.161,blk_-6464892000340112134,2,55,1,91,50,37,0,0,0,0,1,0
081110 103328 19 INFO dfs.FSDataset: Deleting block blk_8303413189200230139 file /mnt/hadoop/dfs/data/current/subdir32/blk_8303413189200230139,blk_8303413189200230139,6,247,5,68,83,85,3,1,1,1,1,1
081110 212509 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-6442394521537090621 size 67108864,blk_-6442394521537090621,4,133,6,65,79,71,2,1,1,0,1,0
081111 065500 22388 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-352190670750948803 terminating,blk_-352190670750948803,1,58,1,94,42,32,0,0,0,0,0,0
081111 032544 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_3764801892187716497 size 67108864,blk_3764801892187716497,2,78,0,84,53,53,0,0,0,0,0,0
081110 144404 12709 INFO dfs.DataNode$DataXceiver: Receiving block blk_728165942214842306 src: /10.251.30.179:57828 dest: /10.251.30.179:50010,blk_728165942214842306,1,90,0,96,49,25,0,0,0,0,0,0
081109 235609 4400 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_4568377692254637284 terminating,blk_4568377692254637284,0,55,0,83,52,26,0,0,0,0,0,0
081111 052846 21358 INFO dfs.DataNode$PacketResponder: Received block blk_5348548743130215090 of size 67108864 from /10.251.39.179,blk_5348548743130215090,1,57,2,99,55,55,0,0,0,0,1,0
081111 101455 26895 INFO dfs.DataNode$DataXceiver: Receiving block blk_2583125615128303019 src: /10.251.71.97:54431 dest: /10.251.71.97:50010,blk_2583125615128303019,0,107,1,100,34,48,1,0,0,0,1,0
081110 072124 7772 WARN dfs.DataNode$DataXceiver: 10.251.42.246:50010:Got exception while serving blk_-7658293778087733436 to /10.251.30.179:,blk_-7658293778087733436,2,120,2,95,44,26,0,0,0,0,1,0
081111 092821 25409 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_5454423648092670683 terminating,blk_5454423648092670683,1,82,1,85,37,45,1,0,0,0,0,0
081111 044338 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5203504995927133832 is added to invalidSet of 10.250.13.240:50010,blk_5203504995927133832,1,77,1,92,58,47,0,0,0,0,1,0
081110 111748 9582 INFO dfs.DataNode$DataXceiver: Receiving block blk_1057763407402503745 src: /10.251.30.134:36059 dest: /10.251.30.134:50010,blk_1057763407402503745,2,78,2,83,34,52,0,0,0,0,1,0
081111 033426 18894 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-1957299792594627113 terminating,blk_-1957299792594627113,1,100,1,89,46,41,1,0,0,0,0,0
081111 040543 19431 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6250368566161066085 src: /10.251.31.180:42992 dest: /10.251.31.180:50010,blk_-6250368566161066085,1,97,1,93,37,47,0,0,0,0,0,0
081110 215310 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-2035996502664501008 size 67108864,blk_-2035996502664501008,1,56,0,83,57,48,0,0,0,0,0,0
081110 142841 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258. blk_387577766066135394,blk_387577766066135394,1,67,2,83,32,37,1,0,0,0,1,0
081110 042826 6827 INFO dfs.DataNode$DataXceiver: 10.251.67.4:50010 Served block blk_-2901225370888235702 to /10.251.91.84,blk_-2901225370888235702,0,46,1,86,41,45,1,0,0,0,0,0
081111 023037 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_2736251498135196075 is added to invalidSet of 10.251.90.64:50010,blk_2736251498135196075,3,170,4,54,78,75,4,1,1,1,1,0
081110 014738 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001377_0/part-01377. blk_-8408087700903896282,blk_-8408087700903896282,1,97,2,95,41,44,1,0,0,0,1,0
081111 070823 22537 INFO dfs.DataNode$PacketResponder: Received block blk_7830067201550857864 of size 67108864 from /10.251.105.189,blk_7830067201550857864,5,188,5,45,91,86,5,1,1,1,1,1
081111 053958 21262 INFO dfs.DataNode$DataXceiver: Receiving block blk_8087142318511408355 src: /10.250.15.67:55334 dest: /10.250.15.67:50010,blk_8087142318511408355,1,83,2,95,52,26,1,0,0,0,1,0
081111 083839 24534 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_4786794545180705888 terminating,blk_4786794545180705888,2,80,1,87,59,43,1,0,0,0,0,0
081111 083506 24609 INFO dfs.DataNode$DataXceiver: Receiving block blk_1122812501843755360 src: /10.251.198.196:51036 dest: /10.251.198.196:50010,blk_1122812501843755360,1,50,2,82,37,42,1,0,0,0,1,0
081110 221932 19 INFO dfs.FSNamesystem: BLOCK* ask 10.251.122.79:50010 to delete  blk_8048594464172649365,blk_8048594464172649365,3,145,5,42,90,87,2,1,1,0,1,0
081110 212942 15258 INFO dfs.DataNode$PacketResponder: Received block blk_-2242088550278361724 of size 67108864 from /10.251.123.20,blk_-2242088550278361724,1,104,1,97,50,44,0,0,0,0,1,0
081110 214404 15111 INFO dfs.DataNode$PacketResponder: Received block blk_1188202922232921994 of size 67108864 from /10.250.10.100,blk_1188202922232921994,1,85,0,93,47,37,0,0,0,0,0,0
081111 065803 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-8483420270408348004 size 67108864,blk_-8483420270408348004,2,95,2,85,45,30,1,0,0,0,1,0
081110 231904 17028 WARN dfs.DataNode$DataXceiver: 10.251.75.143:50010:Got exception while serving blk_2262752117989012641 to /10.250.13.188:,blk_2262752117989012641,0,100,0,88,32,52,0,0,0,0,0,0
081111 035957 19217 INFO dfs.DataNode$PacketResponder: Received block blk_-420564586555502239 of size 67108864 from /10.251.90.64,blk_-420564586555502239,0,56,1,98,49,35,0,0,0,0,1,0
081111 030946 18336 INFO dfs.DataNode$DataXceiver: Receiving block blk_92273823183917102 src: /10.250.15.67:53441 dest: /10.250.15.67:50010,blk_92273823183917102,1,76,1,94,54,45,1,0,0,0,1,0
081111 075753 19 INFO dfs.FSDataset: Deleting block blk_-7446091384471755694 file /mnt/hadoop/dfs/data/current/subdir30/blk_-7446091384471755694,blk_-7446091384471755694,0,86,1,85,43,28,0,0,0,0,1,0
081110 105219 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-6449891932967810179 size 67108864,blk_-6449891932967810179,2,60,1,89,40,36,0,0,0,0,1,0
081110 122648 11281 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010,blk_-8852638972311349374,1,37,1,81,47,54,0,0,0,0,1,0
081110 175426 13827 INFO dfs.DataNode$DataXceiver: 10.251.202.209:50010 Served block blk_-5086369325828333421 to /10.251.194.213,blk_-5086369325828333421,0,54,1,97,55,36,1,0,0,0,1,0
081109 235426 4327 INFO dfs.DataNode$PacketResponder: Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,blk_-562725280853087685,0,45,0,98,35,27,0,0,0,0,0,0
081110 210548 19 INFO dfs.FSDataset: Deleting block blk_4658551441818960395 file /mnt/hadoop/dfs/data/current/subdir19/blk_4658551441818960395,blk_4658551441818960395,2,43,1,84,30,50,1,0,0,0,1,0
081110 011237 13 INFO dfs.DataBlockScanner: Verification succeeded for blk_6996194389878584395,blk_6996194389878584395,3,270,5,54,91,80,3,1,1,1,1,0
081110 143613 12543 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3486808304671603275 src: /10.251.30.85:37518 dest: /10.251.30.85:50010,blk_-3486808304671603275,1,81,0,81,38,41,0,0,0,0,0,0
081110 103821 19 INFO dfs.FSDataset: Deleting block blk_5948455948626091880 file /mnt/hadoop/dfs/data/current/subdir28/blk_5948455948626091880,blk_5948455948626091880,2,50,0,100,59,55,0,0,0,0,0,0
081111 043106 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_4577632468651859430 size 67108864,blk_4577632468651859430,1,109,1,83,36,38,0,0,0,0,0,0
081111 063241 22074 INFO dfs.DataNode$PacketResponder: Received block blk_-3436382429367583573 of size 67108864 from /10.251.107.19,blk_-3436382429367583573,1,82,1,95,55,51,0,0,0,0,0,0
081111 085146 24834 INFO dfs.DataNode$PacketResponder: Received block blk_-954856062493437881 of size 67108864 from /10.251.106.10,blk_-954856062493437881,1,55,0,95,33,50,0,0,0,0,0,0
081110 144546 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_7838843222458775811 size 67108864,blk_7838843222458775811,2,77,2,91,50,50,0,0,0,0,1,0
081110 210540 18 INFO dfs.FSDataset: Deleting block blk_773599351835388127 file /mnt/hadoop/dfs/data/current/subdir60/blk_773599351835388127,blk_773599351835388127,1,110,1,85,43,49,1,0,0,0,0,0
081111 075854 19 INFO dfs.FSDataset: Deleting block blk_5806397523737304814 file /mnt/hadoop/dfs/data/current/subdir34/blk_5806397523737304814,blk_5806397523737304814,1,110,1,91,51,31,1,0,0,0,1,0
081111 063413 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001726_0/part-01726. blk_1858805942071850133,blk_1858805942071850133,1,59,0,88,35,28,1,0,0,0,0,0
081110 124159 11369 WARN dfs.DataNode$DataXceiver: 10.251.70.5:50010:Got exception while serving blk_4581070264530964999 to /10.250.13.188:,blk_4581070264530964999,0,66,2,94,34,49,1,0,0,0,1,0
081111 073314 23367 INFO dfs.DataNode$DataXceiver: Receiving block blk_5216491057643255876 src: /10.251.105.189:55126 dest: /10.251.105.189:50010,blk_5216491057643255876,1,72,0,100,59,26,1,0,0,0,0,0
081111 070735 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.130:50010 is added to blk_-4427507243535536615 size 67108864,blk_-4427507243535536615,2,87,2,95,48,43,1,0,0,0,1,0
081110 040800 6739 INFO dfs.DataNode$DataXceiver: 10.250.6.214:50010 Served block blk_-3384560576963801177 to /10.250.6.214,blk_-3384560576963801177,1,45,1,98,45,26,1,0,0,0,0,0
081111 095733 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-1305222006484630743 size 67108864,blk_-1305222006484630743,0,94,0,87,42,28,0,0,0,0,0,0
081110 220655 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_355286618997526877 is added to invalidSet of 10.250.7.32:50010,blk_355286618997526877,2,46,1,98,35,26,0,0,0,0,0,0
081111 071042 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.134:50010 is added to blk_-5214060566378896158 size 67108864,blk_-5214060566378896158,2,64,1,89,30,41,0,0,0,0,1,0
081110 194735 14044 WARN dfs.DataNode$DataXceiver: 10.251.127.243:50010:Got exception while serving blk_7760079751081658559 to /10.251.215.70:,blk_7760079751081658559,0,94,0,92,44,32,1,0,0,0,0,0
081110 210128 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_7048740572660501729 is added to invalidSet of 10.251.107.98:50010,blk_7048740572660501729,1,114,1,88,57,43,0,0,0,0,0,0
081111 065444 19 INFO dfs.FSDataset: Deleting block blk_1018961650823645078 file /mnt/hadoop/dfs/data/current/subdir60/blk_1018961650823645078,blk_1018961650823645078,0,83,1,95,59,28,0,0,0,0,1,0
081110 150809 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_4154740411570608045 size 67108864,blk_4154740411570608045,0,44,2,85,37,41,1,0,0,0,1,0
081110 220655 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-7369651436133452001 is added to invalidSet of 10.251.127.191:50010,blk_-7369651436133452001,2,108,2,81,50,32,0,0,0,0,1,0
081111 024309 17772 INFO dfs.DataNode$DataXceiver: Receiving block blk_3941798034503185737 src: /10.250.11.85:42358 dest: /10.250.11.85:50010,blk_3941798034503185737,0,80,2,95,39,44,0,0,0,0,1,0
081110 210423 19 INFO dfs.FSDataset: Deleting block blk_-8360774680830158225 file /mnt/hadoop/dfs/data/current/subdir31/blk_-8360774680830158225,blk_-8360774680830158225,1,58,0,90,60,35,1,0,0,0,0,0
081111 030318 18190 INFO dfs.DataNode$DataXceiver: Receiving block blk_3181161977343808286 src: /10.251.43.21:40127 dest: /10.251.43.21:50010,blk_3181161977343808286,1,37,0,84,59,53,0,0,0,0,0,0
081111 100323 14118 INFO dfs.DataNode$PacketResponder: Received block blk_7679838117000095334 of size 67108864 from /10.251.30.85,blk_7679838117000095334,1,76,0,86,32,38,1,0,0,0,0,0
081111 044652 19 INFO dfs.FSDataset: Deleting block blk_-7513928662244669476 file /mnt/hadoop/dfs/data/current/subdir11/blk_-7513928662244669476,blk_-7513928662244669476,1,74,1,88,59,27,1,0,0,0,1,0
081111 033829 18 INFO dfs.FSDataset: Deleting block blk_-5205950257901523262 file /mnt/hadoop/dfs/data/current/subdir40/blk_-5205950257901523262,blk_-5205950257901523262,0,112,1,98,37,31,0,0,0,0,1,0
081110 230628 16721 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-1250775350296476256 terminating,blk_-1250775350296476256,2,66,1,82,39,44,1,0,0,0,1,0
081111 061926 22010 INFO dfs.DataNode$PacketResponder: Received block blk_8699194381234371727 of size 67108864 from /10.251.214.67,blk_8699194381234371727,2,106,1,100,52,50,1,0,0,0,0,0
081110 013406 5493 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_2917692073041583988 terminating,blk_2917692073041583988,0,41,1,92,49,28,0,0,0,0,1,0
